O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,C_MKTSEGMENT,C_ACCTBAL,C_REGION,TOTAL_QUANTITY,AVG_DISCOUNT,TOTAL_DISCOUNT_VALUE,ITEM_COUNT,MAX_SHIP_DELAY
752293,77765,O,395335.34,1998-08-01,2-HIGH,FURNITURE,8771.00,MIDDLE EAST,244.00,0.06428571,23107.8046,7,25
4690340,124537,O,39505.70,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,5081.11,EUROPE,26.00,0E-8,0.0000,1,14
4709606,62108,O,190788.12,1998-08-01,3-MEDIUM,BUILDING,3909.84,EUROPE,121.00,0.05166667,8988.4343,6,16
2779302,2798,O,108351.31,1998-08-01,4-NOT SPECIFIED,BUILDING,5658.01,EUROPE,65.00,0.04000000,2240.8672,2,21
1361156,57457,O,231762.66,1998-08-01,2-HIGH,BUILDING,1299.89,EUROPE,160.00,0.03200000,6691.7931,5,15
431425,55565,O,46343.72,1998-08-01,3-MEDIUM,FURNITURE,7999.33,AFRICA,48.00,0.10000000,5098.3200,1,26
4409029,73802,O,295914.69,1998-08-01,1-URGENT,AUTOMOBILE,7636.11,ASIA,204.00,0.05285714,18823.9260,7,30
4789188,46954,O,92091.91,1998-08-01,2-HIGH,AUTOMOBILE,9287.10,AFRICA,71.00,0.02000000,2559.5072,2,30
1939911,87928,O,234521.15,1998-08-01,5-LOW,MACHINERY,3611.41,AFRICA,169.00,0.03800000,9293.9365,5,27
5714017,115597,O,215351.46,1998-08-01,1-URGENT,BUILDING,6887.25,ASIA,139.00,0.07200000,15984.6720,5,28
2513094,21403,O,68973.89,1998-08-01,5-LOW,AUTOMOBILE,2902.88,AMERICA,47.00,0.03000000,1158.5772,2,8
2997126,82267,O,191875.70,1998-08-01,2-HIGH,FURNITURE,3613.84,AFRICA,131.00,0.04333333,7972.5830,3,26
733728,138853,O,192709.11,1998-08-01,1-URGENT,BUILDING,8594.08,EUROPE,123.00,0.05600000,10309.5676,5,26
5168903,72734,O,204566.89,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,3857.36,EUROPE,150.00,0.07000000,14989.8028,4,24
88485,12004,O,226562.80,1998-08-01,3-MEDIUM,BUILDING,3877.21,AFRICA,147.00,0.02200000,5689.2153,5,29
103683,95716,O,62495.56,1998-08-01,1-URGENT,HOUSEHOLD,1141.47,MIDDLE EAST,38.00,0E-8,0.0000,1,21
2161127,131149,O,195660.57,1998-08-01,1-URGENT,BUILDING,4329.90,MIDDLE EAST,119.00,0.05833333,10505.2866,6,24
4174119,16582,O,46417.50,1998-08-01,3-MEDIUM,HOUSEHOLD,9670.15,AFRICA,28.00,0.08000000,3568.5630,2,11
5790851,62618,O,72613.28,1998-08-01,3-MEDIUM,HOUSEHOLD,7626.12,ASIA,47.00,0.10000000,7988.2610,1,20
2560386,114239,O,97609.53,1998-08-01,2-HIGH,FURNITURE,-754.02,AFRICA,71.00,0.04800000,4998.0061,5,29
2781061,67445,O,168682.27,1998-08-01,5-LOW,MACHINERY,4341.95,AFRICA,117.00,0.06000000,10576.1346,4,21
1402881,76751,O,235885.06,1998-08-01,1-URGENT,MACHINERY,3212.54,ASIA,149.00,0.04500000,13000.8872,4,27
3126721,110495,O,109620.42,1998-08-01,5-LOW,BUILDING,8124.70,MIDDLE EAST,72.00,0.05750000,5505.2272,4,28
4072167,53815,O,52346.45,1998-08-01,1-URGENT,HOUSEHOLD,7530.56,EUROPE,41.00,0.05000000,2649.1125,1,10
4082311,2050,O,145774.56,1998-08-01,5-LOW,BUILDING,5074.43,AFRICA,94.00,0.04500000,6951.3705,2,12
5533411,46241,O,32681.99,1998-08-01,4-NOT SPECIFIED,FURNITURE,8679.94,ASIA,21.00,0.02000000,424.8860,2,24
967651,136480,O,170709.68,1998-08-01,3-MEDIUM,MACHINERY,7056.10,AFRICA,126.00,0.04166667,6348.9467,6,29
1238051,88474,O,228235.08,1998-08-01,2-HIGH,MACHINERY,7359.09,EUROPE,157.00,0.02666667,6934.7959,6,28
4953762,4016,O,215752.71,1998-08-01,1-URGENT,HOUSEHOLD,9610.96,ASIA,141.00,0.03000000,4807.6866,4,30
3396898,52160,O,200538.20,1998-08-01,4-NOT SPECIFIED,MACHINERY,7101.35,AFRICA,140.00,0.07333333,16530.9846,3,24
1913863,130739,O,150067.89,1998-08-01,2-HIGH,BUILDING,-308.68,ASIA,112.00,0.04166667,8332.7893,6,20
3607367,65683,O,149736.53,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,2175.99,EUROPE,103.00,0.04666667,6271.2884,6,30
3984932,32576,O,188671.27,1998-08-01,1-URGENT,AUTOMOBILE,582.78,EUROPE,116.00,0.05142857,9907.3818,7,25
3965861,8926,O,154689.45,1998-08-01,3-MEDIUM,HOUSEHOLD,7102.32,ASIA,98.00,0.04500000,7401.2313,4,24
5836000,62776,O,89858.31,1998-08-01,5-LOW,BUILDING,9803.59,AFRICA,57.00,0.06333333,6321.1203,3,30
2637251,147563,O,61946.84,1998-08-01,4-NOT SPECIFIED,MACHINERY,7230.79,MIDDLE EAST,36.00,0.04000000,2389.9248,1,7
5009957,103081,O,56283.15,1998-08-01,1-URGENT,BUILDING,638.90,MIDDLE EAST,33.00,0.05500000,3822.2811,2,15
3547712,105359,O,104206.53,1998-08-01,2-HIGH,FURNITURE,4722.66,MIDDLE EAST,59.00,0.04000000,3298.7224,4,25
3327619,109822,O,177775.03,1998-08-01,3-MEDIUM,FURNITURE,8093.98,EUROPE,133.00,0.07500000,12701.0555,4,24
2071302,93464,O,83289.07,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,568.73,AFRICA,66.00,0.06500000,5511.1810,2,29
3853412,49322,O,142530.85,1998-08-01,4-NOT SPECIFIED,FURNITURE,2182.82,AFRICA,134.00,0.07714286,11521.7292,7,30
4070086,47698,O,220792.12,1998-08-01,1-URGENT,FURNITURE,3444.75,AFRICA,142.00,0.05750000,13550.3364,4,30
5799237,17332,O,66387.08,1998-08-01,1-URGENT,HOUSEHOLD,4442.79,MIDDLE EAST,49.00,0.07500000,3910.6120,2,22
2959974,136373,O,84322.12,1998-08-01,2-HIGH,FURNITURE,772.39,AFRICA,65.00,0.08500000,7551.7300,2,11
950304,142966,O,102483.47,1998-08-01,1-URGENT,AUTOMOBILE,1517.45,MIDDLE EAST,72.00,0.06666667,5404.3272,3,29
961379,446,O,129550.28,1998-08-01,2-HIGH,FURNITURE,9225.60,AMERICA,77.00,0.08333333,10562.5191,3,23
5359426,144122,O,210370.88,1998-08-01,3-MEDIUM,HOUSEHOLD,5043.28,ASIA,142.00,0.07000000,16301.2308,6,29
299398,142112,O,301771.00,1998-08-01,5-LOW,AUTOMOBILE,9260.13,MIDDLE EAST,199.00,0.03428571,11508.3668,7,25
4411040,99643,O,150214.33,1998-08-01,3-MEDIUM,BUILDING,9091.42,AMERICA,83.00,0.04250000,6256.0730,4,28
3058497,97546,O,200822.51,1998-08-01,5-LOW,HOUSEHOLD,2235.22,AFRICA,153.00,0.06000000,15976.4612,6,29
2028576,65260,O,183343.39,1998-08-01,4-NOT SPECIFIED,FURNITURE,9616.62,ASIA,109.00,0.06750000,16214.4812,4,30
3807782,35702,O,301241.13,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,6710.55,ASIA,178.00,0.04000000,9939.2708,5,23
5749379,71435,O,100395.44,1998-08-01,4-NOT SPECIFIED,MACHINERY,-935.18,ASIA,71.00,0.03666667,1748.8590,3,15
1670981,132011,O,135520.72,1998-08-01,2-HIGH,AUTOMOBILE,6279.95,EUROPE,67.00,0.04500000,5404.8411,2,30
1734757,46882,O,171838.72,1998-08-01,1-URGENT,MACHINERY,2948.63,AMERICA,149.00,0.05833333,11138.3510,6,22
5355428,20104,O,223316.37,1998-08-01,3-MEDIUM,MACHINERY,2497.42,EUROPE,165.00,0.05142857,11728.7263,7,29
331399,79973,O,29115.30,1998-08-01,3-MEDIUM,FURNITURE,231.29,EUROPE,23.00,0.09000000,2716.5438,1,9
4529639,30668,O,171601.93,1998-08-01,2-HIGH,BUILDING,9431.54,EUROPE,115.00,0.03833333,5445.0422,6,25
3017991,104897,O,162261.89,1998-08-01,1-URGENT,MACHINERY,6641.78,MIDDLE EAST,104.00,0.03571429,5854.4743,7,28
3825254,122008,O,330681.26,1998-08-01,4-NOT SPECIFIED,MACHINERY,-848.83,AFRICA,208.00,0.03833333,8508.5917,6,28
2505920,143896,O,138747.00,1998-08-01,3-MEDIUM,FURNITURE,7345.47,MIDDLE EAST,102.00,0.06400000,8847.1122,5,27
2846116,145433,O,184987.00,1998-08-01,5-LOW,FURNITURE,1979.82,AMERICA,132.00,0.03833333,7271.2056,6,26
1097414,106220,O,171216.66,1998-08-01,4-NOT SPECIFIED,MACHINERY,1722.53,AFRICA,110.00,0.06750000,12477.7374,4,29
1139879,68096,O,331331.26,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,4963.15,AMERICA,223.00,0.04714286,17253.3962,7,28
1454213,124960,O,165523.78,1998-08-01,3-MEDIUM,HOUSEHOLD,7130.56,EUROPE,102.00,0.04142857,7944.4118,7,29
5034918,65407,O,139755.03,1998-08-01,3-MEDIUM,FURNITURE,8913.10,ASIA,94.00,0.01333333,2326.9568,3,16
5393638,99781,O,149876.62,1998-08-01,4-NOT SPECIFIED,MACHINERY,8608.51,AFRICA,98.00,0.08250000,11180.9373,4,29
548870,64885,O,279815.38,1998-08-01,5-LOW,AUTOMOBILE,6459.92,ASIA,178.00,0.06333333,17379.1033,6,23
4448933,109738,O,202343.48,1998-08-01,2-HIGH,MACHINERY,5335.96,ASIA,142.00,0.05333333,8097.2040,6,28
3216166,100474,O,104244.89,1998-08-01,5-LOW,MACHINERY,9484.49,AFRICA,57.00,0E-8,0.0000,2,9
3344932,136591,O,107562.15,1998-08-01,5-LOW,MACHINERY,647.22,AMERICA,69.00,0.03500000,1749.8163,4,24
1885575,21047,O,86636.74,1998-08-01,2-HIGH,FURNITURE,2727.78,AMERICA,55.00,0.07000000,7542.7440,2,23
1931044,60298,O,183701.11,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,2214.11,AMERICA,107.00,0.06250000,9282.2884,4,15
3619364,57775,O,37436.39,1998-08-01,4-NOT SPECIFIED,MACHINERY,7382.41,ASIA,32.00,0.07000000,1581.0780,2,22
3990560,15013,O,296238.74,1998-08-01,1-URGENT,FURNITURE,8504.61,MIDDLE EAST,223.00,0.05000000,11446.0312,6,18
5583750,31225,O,142311.57,1998-08-01,2-HIGH,HOUSEHOLD,4093.45,MIDDLE EAST,88.00,0.06000000,8654.2548,3,26
5732738,7586,O,262899.54,1998-08-01,1-URGENT,HOUSEHOLD,4278.23,ASIA,168.00,0.06400000,18539.6850,5,30
2496674,46885,O,178048.47,1998-08-01,1-URGENT,BUILDING,4259.32,AMERICA,118.00,0.03000000,4206.6052,4,28
2730086,10537,O,148856.92,1998-08-01,2-HIGH,AUTOMOBILE,5479.51,ASIA,112.00,0.04250000,8683.5969,4,19
1007238,67135,O,6494.81,1998-08-01,5-LOW,FURNITURE,-193.07,MIDDLE EAST,4.00,0.06000000,391.0968,1,4
1061280,17692,O,76067.43,1998-08-01,2-HIGH,AUTOMOBILE,6260.25,ASIA,50.00,0.02500000,1703.1177,2,24
1150502,103784,O,269351.36,1998-08-01,1-URGENT,HOUSEHOLD,4424.92,ASIA,210.00,0.04000000,9084.6871,6,24
1064421,44455,O,93037.43,1998-08-01,2-HIGH,FURNITURE,5874.39,MIDDLE EAST,72.00,0.05000000,3737.1552,6,27
1301408,142736,O,52179.69,1998-08-01,1-URGENT,HOUSEHOLD,2402.40,ASIA,34.00,0.03666667,952.9592,3,25
5062149,23297,O,173762.80,1998-08-01,4-NOT SPECIFIED,FURNITURE,5108.41,MIDDLE EAST,114.00,0.02666667,3877.1111,3,26
129505,117662,O,45911.81,1998-08-01,2-HIGH,BUILDING,2898.35,AMERICA,29.00,0.01000000,433.4166,1,26
547622,99976,O,301135.16,1998-08-01,1-URGENT,BUILDING,9810.58,ASIA,211.00,0.05000000,15900.7823,7,27
3369248,15418,O,338986.28,1998-08-01,5-LOW,MACHINERY,4318.87,AMERICA,268.00,0.06714286,22954.2662,7,21
3483879,44920,O,125069.03,1998-08-01,1-URGENT,HOUSEHOLD,4311.58,EUROPE,100.00,0.04250000,6854.7943,4,26
3696998,53620,O,179957.85,1998-08-01,5-LOW,AUTOMOBILE,3999.85,MIDDLE EAST,103.00,0.03750000,4758.5262,4,27
4146117,116216,O,92374.30,1998-08-01,1-URGENT,BUILDING,4342.86,MIDDLE EAST,57.00,0.04000000,4345.9110,2,22
5828359,99850,O,348497.68,1998-08-01,5-LOW,MACHINERY,2619.06,ASIA,223.00,0.05857143,19855.3611,7,29
5969766,141659,O,327293.67,1998-08-01,2-HIGH,HOUSEHOLD,4417.98,AMERICA,238.00,0.06333333,22901.2030,6,19
5901315,25090,O,78072.19,1998-08-01,2-HIGH,BUILDING,8497.56,MIDDLE EAST,64.00,0.02666667,1565.8578,3,30
698785,91282,O,190250.60,1998-08-01,4-NOT SPECIFIED,FURNITURE,7739.47,ASIA,123.00,0.06000000,11616.2619,4,7
873633,20456,O,200350.68,1998-08-01,1-URGENT,FURNITURE,3304.75,EUROPE,133.00,0.04166667,7464.0399,6,28
4886310,74500,O,189782.05,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,7217.97,AFRICA,122.00,0.04600000,8031.2843,5,29
4598436,86533,O,216780.23,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,6000.11,AFRICA,128.00,0.04800000,7990.3674,5,12
3101572,134887,O,132782.86,1998-08-01,1-URGENT,FURNITURE,1769.00,EUROPE,80.00,0.04000000,4301.2606,3,22
3134885,131176,O,260114.72,1998-08-01,4-NOT SPECIFIED,BUILDING,2454.79,AMERICA,159.00,0.04142857,12169.3016,7,29
3526755,16972,O,183849.31,1998-08-01,3-MEDIUM,FURNITURE,6408.66,EUROPE,142.00,0.06000000,12637.2035,7,25
3566784,73193,O,105482.88,1998-08-01,3-MEDIUM,MACHINERY,9010.88,AFRICA,89.00,0.06333333,6768.6806,3,21
1829539,2131,O,91886.18,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,9257.20,AFRICA,73.00,0.05000000,5018.4805,5,26
1879043,123856,O,95505.05,1998-08-01,2-HIGH,AUTOMOBILE,5176.19,MIDDLE EAST,75.00,0.08400000,8693.0695,5,29
3914177,42466,O,37825.58,1998-08-01,5-LOW,MACHINERY,7944.14,AFRICA,30.00,0.01000000,357.0810,1,14
5709920,77755,O,35239.16,1998-08-01,5-LOW,FURNITURE,7986.57,ASIA,21.00,0.09000000,3416.8554,1,14
2544192,108674,O,134954.22,1998-08-01,1-URGENT,MACHINERY,5969.81,ASIA,84.00,0.08250000,11710.0416,4,27
650374,50614,O,293111.71,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,8224.26,ASIA,196.00,0.03166667,11139.3842,6,29
834119,62110,O,332109.64,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,4331.60,EUROPE,186.00,0.04500000,13506.3539,6,30
901511,126730,O,93287.64,1998-08-01,3-MEDIUM,AUTOMOBILE,3379.10,MIDDLE EAST,93.00,0.04000000,3008.4772,3,30
460646,91480,O,237422.99,1998-08-01,2-HIGH,FURNITURE,5825.50,AMERICA,142.00,0.02714286,8082.7119,7,27
4378436,21337,O,95748.00,1998-08-01,3-MEDIUM,MACHINERY,7160.47,ASIA,54.00,0.02000000,2377.2759,2,20
2059010,12682,O,278185.95,1998-08-01,1-URGENT,AUTOMOBILE,3624.28,EUROPE,160.00,0.04000000,9659.5892,7,28
4112099,74686,O,35106.71,1998-08-01,3-MEDIUM,AUTOMOBILE,7542.10,EUROPE,19.00,0.07000000,2565.4769,1,11
712967,3655,O,17213.78,1998-08-01,5-LOW,BUILDING,3722.87,ASIA,12.00,0.08000000,1416.4178,3,26
1433894,29729,O,63849.19,1998-08-01,3-MEDIUM,MACHINERY,9726.94,MIDDLE EAST,48.00,0.04000000,1962.3474,2,6
4863872,126235,O,123557.37,1998-08-01,4-NOT SPECIFIED,MACHINERY,6516.57,AMERICA,101.00,0.06750000,8206.8628,4,25
5156640,89101,O,82399.20,1998-08-01,2-HIGH,FURNITURE,9017.79,AFRICA,48.00,0E-8,0.0000,1,3
5365765,83893,O,159522.42,1998-08-01,5-LOW,BUILDING,7139.12,ASIA,97.00,0.04833333,6600.4556,6,29
5235265,15868,O,143354.43,1998-08-01,4-NOT SPECIFIED,FURNITURE,9123.27,AFRICA,74.00,0.02750000,3917.4685,4,28
3107490,115394,O,184369.15,1998-08-01,3-MEDIUM,FURNITURE,3359.83,AMERICA,111.00,0.03400000,6495.9224,5,14
3203941,53930,O,88475.10,1998-08-01,2-HIGH,MACHINERY,4100.84,MIDDLE EAST,68.00,0.00500000,304.5752,2,20
3481412,49735,O,108451.11,1998-08-01,2-HIGH,BUILDING,179.81,AMERICA,81.00,0.04333333,4813.4399,3,18
1848902,87017,O,64554.38,1998-08-01,2-HIGH,AUTOMOBILE,7801.23,MIDDLE EAST,55.00,0.07666667,5821.1012,3,25
3843460,56444,O,225777.95,1998-08-01,3-MEDIUM,BUILDING,6165.03,AFRICA,148.00,0.03571429,7598.4036,7,29
3902724,146959,O,209277.12,1998-08-01,4-NOT SPECIFIED,BUILDING,-434.95,EUROPE,131.00,0.05750000,12815.1921,4,29
4124867,37498,O,279878.87,1998-08-01,5-LOW,MACHINERY,9605.35,EUROPE,170.00,0.06500000,20663.9081,6,30
4087744,63572,O,103884.27,1998-08-01,2-HIGH,MACHINERY,4772.90,AMERICA,86.00,0.08000000,8496.5674,5,29
2408480,86,O,363272.33,1998-08-01,4-NOT SPECIFIED,HOUSEHOLD,3306.32,AFRICA,223.00,0.02666667,12486.2640,6,25
782053,49504,O,52531.55,1998-08-01,4-NOT SPECIFIED,MACHINERY,1711.40,EUROPE,34.00,0.03000000,1492.9658,3,30
1566277,98077,O,182457.28,1998-08-01,1-URGENT,AUTOMOBILE,6571.21,AMERICA,109.00,0.03833333,6561.1468,6,26
4955810,145549,O,353565.46,1998-08-01,1-URGENT,AUTOMOBILE,972.86,AMERICA,218.00,0.04857143,11813.4009,7,23
4513159,141835,O,59667.33,1998-08-01,3-MEDIUM,BUILDING,954.02,AFRICA,38.00,0E-8,0.0000,1,1
3395009,74947,O,71853.69,1998-08-01,2-HIGH,BUILDING,9802.67,MIDDLE EAST,39.00,0.04000000,3060.4580,3,20
1844038,145136,O,38268.00,1998-08-01,2-HIGH,BUILDING,4638.87,ASIA,29.00,0.06500000,1711.7135,2,26
2145536,69967,O,139810.45,1998-08-01,2-HIGH,AUTOMOBILE,5733.07,AMERICA,81.00,0.02833333,4282.6220,6,24
3630816,90664,O,66637.37,1998-08-01,2-HIGH,MACHINERY,111.13,AFRICA,37.00,0.05000000,3507.2300,1,28
5503143,36742,O,244991.91,1998-08-01,1-URGENT,FURNITURE,6000.33,ASIA,161.00,0.04600000,13107.3593,5,29
5869031,132937,O,60855.96,1998-08-01,4-NOT SPECIFIED,BUILDING,362.32,ASIA,51.00,0.03500000,1483.8903,2,20
2538788,117934,O,60099.96,1998-08-01,4-NOT SPECIFIED,MACHINERY,7635.09,EUROPE,39.00,0.07000000,4478.8653,1,26
823107,75566,O,150900.30,1998-08-01,2-HIGH,FURNITURE,6710.02,AMERICA,97.00,0.03500000,3808.3951,4,28
1142498,95243,O,209559.09,1998-08-01,3-MEDIUM,MACHINERY,2174.32,MIDDLE EAST,151.00,0.05666667,11966.3707,6,29
1337191,77221,O,26752.23,1998-08-01,1-URGENT,FURNITURE,4645.96,EUROPE,16.00,0.03000000,819.1968,1,30
5187171,147631,O,4145.19,1998-08-01,5-LOW,BUILDING,2578.73,MIDDLE EAST,3.00,0.09000000,386.7588,1,14
27588,56479,O,37468.10,1998-08-01,3-MEDIUM,BUILDING,-414.20,AFRICA,22.00,0.03000000,1125.0558,1,28
560675,82771,O,22345.35,1998-08-01,4-NOT SPECIFIED,FURNITURE,4359.43,AFRICA,15.00,0.10000000,2387.3250,1,17
4663300,28240,O,50215.92,1998-08-01,3-MEDIUM,HOUSEHOLD,5553.72,ASIA,48.00,0.02000000,966.8064,1,19
4683206,2500,O,103007.67,1998-08-01,2-HIGH,MACHINERY,3399.16,AFRICA,67.00,0.09000000,10486.2548,3,30
4758819,8263,O,322444.85,1998-08-01,2-HIGH,HOUSEHOLD,1364.22,EUROPE,215.00,0.08142857,26862.3602,7,29
3270149,19429,O,188288.76,1998-08-01,3-MEDIUM,FURNITURE,-21.09,EUROPE,110.00,0.05400000,11979.1587,5,25
3526758,11026,O,102347.01,1998-08-01,1-URGENT,MACHINERY,7738.76,AFRICA,62.00,0.09000000,10929.7282,2,27
2059748,18493,O,193747.78,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,-805.58,AMERICA,139.00,0.04666667,7839.5504,6,23
1971397,35761,O,86812.41,1998-08-01,4-NOT SPECIFIED,FURNITURE,-987.70,ASIA,57.00,0.06000000,4632.1170,2,21
3690691,42421,O,370307.15,1998-08-01,3-MEDIUM,FURNITURE,3345.84,EUROPE,228.00,0.05333333,22692.2503,6,29
4166692,66359,O,168018.85,1998-08-01,2-HIGH,MACHINERY,7342.49,EUROPE,138.00,0.05500000,7489.1827,6,28
2847842,92162,O,120372.34,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,3794.16,AFRICA,83.00,0.02666667,3080.8110,3,27
712996,120343,O,125850.70,1998-08-01,3-MEDIUM,FURNITURE,127.55,ASIA,101.00,0.05600000,7610.2809,5,24
1379782,146129,O,74976.03,1998-08-01,4-NOT SPECIFIED,FURNITURE,5196.08,AFRICA,42.00,0.04500000,5343.8940,4,30
1644833,57428,O,37626.75,1998-08-01,2-HIGH,AUTOMOBILE,2951.34,AFRICA,25.00,0E-8,0.0000,1,4
5053092,96419,O,37940.57,1998-08-01,2-HIGH,BUILDING,1662.61,MIDDLE EAST,37.00,0.07666667,3417.7584,3,9
4579042,15983,O,284735.02,1998-08-01,3-MEDIUM,FURNITURE,2031.61,AMERICA,212.00,0.04000000,10951.8149,7,24
3152452,115639,O,257319.39,1998-08-01,1-URGENT,AUTOMOBILE,1584.37,AFRICA,160.00,0.07250000,17592.8654,4,29
3572066,139252,O,246707.12,1998-08-01,1-URGENT,FURNITURE,2865.20,EUROPE,157.00,0.03857143,9655.9801,7,29
1926566,70159,O,223968.27,1998-08-01,1-URGENT,HOUSEHOLD,654.66,ASIA,138.00,0.05000000,13434.3910,7,26
2996260,80824,O,10998.21,1998-08-01,3-MEDIUM,AUTOMOBILE,4716.19,ASIA,10.00,0.05000000,556.5900,1,9
785792,42484,O,148878.97,1998-08-01,2-HIGH,AUTOMOBILE,8169.24,EUROPE,86.00,0.00500000,539.5221,2,30
982503,4979,O,34724.45,1998-08-01,2-HIGH,AUTOMOBILE,7730.83,MIDDLE EAST,22.00,0.09000000,3541.7976,2,30
1500740,91192,O,236468.18,1998-08-01,5-LOW,FURNITURE,8287.84,ASIA,175.00,0.04285714,10167.0456,7,28
4972418,143261,O,285912.65,1998-08-01,4-NOT SPECIFIED,BUILDING,2290.60,MIDDLE EAST,190.00,0.04714286,8376.1066,7,26
5079651,91922,O,186961.96,1998-08-01,2-HIGH,HOUSEHOLD,9348.47,EUROPE,134.00,0.03250000,5367.8697,4,26
5176258,106291,O,101504.45,1998-08-01,2-HIGH,FURNITURE,7158.50,ASIA,62.00,0.05000000,4472.6181,3,28
4202340,14890,O,180900.02,1998-08-01,2-HIGH,HOUSEHOLD,6119.77,AMERICA,108.00,0.04500000,8125.7061,6,25
3145890,66652,O,66833.05,1998-08-01,1-URGENT,BUILDING,2007.90,MIDDLE EAST,50.00,0.05666667,4123.2516,3,29
3259040,146467,O,172687.99,1998-08-01,1-URGENT,MACHINERY,6210.88,AMERICA,133.00,0.05000000,5053.2404,4,30
5701223,146672,O,151071.49,1998-08-01,5-LOW,BUILDING,-435.21,AMERICA,99.00,0.06000000,9408.8962,5,29
914144,8788,O,124541.61,1998-08-01,3-MEDIUM,AUTOMOBILE,8611.21,MIDDLE EAST,88.00,0.03333333,4903.2248,3,26
5322855,64612,O,169955.74,1998-08-01,5-LOW,BUILDING,1872.06,AFRICA,115.00,0.05833333,12677.3190,6,25
76032,137374,O,179494.02,1998-08-01,1-URGENT,AUTOMOBILE,937.94,MIDDLE EAST,115.00,0.04333333,7533.3473,6,30
3436352,9743,O,174563.28,1998-08-01,5-LOW,HOUSEHOLD,7701.76,MIDDLE EAST,132.00,0.05833333,11515.7273,6,23
2214144,11071,O,191359.40,1998-08-01,4-NOT SPECIFIED,BUILDING,4360.08,ASIA,112.00,0.03800000,8074.2224,5,23
2096321,17968,O,219034.35,1998-08-01,1-URGENT,AUTOMOBILE,-920.22,ASIA,130.00,0.06600000,12259.4554,5,26
2305893,34849,O,125794.46,1998-08-01,5-LOW,HOUSEHOLD,5266.35,AFRICA,80.00,0.06250000,7934.2115,4,26
2831938,76342,O,122480.82,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,5062.73,EUROPE,92.00,0.04750000,6851.4423,4,27
2931938,96088,O,87636.30,1998-08-01,3-MEDIUM,MACHINERY,216.81,MIDDLE EAST,65.00,0.05750000,5346.4320,4,30
1486273,98548,O,68659.67,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,4886.35,MIDDLE EAST,44.00,0.05333333,4515.7208,3,24
78501,82169,O,154878.82,1998-08-01,5-LOW,FURNITURE,8287.31,MIDDLE EAST,117.00,0.04750000,4576.1718,4,19
2397892,40573,O,58020.33,1998-08-01,2-HIGH,AUTOMOBILE,-376.54,EUROPE,34.00,0.06000000,3461.1456,1,19
2353637,94520,O,358040.95,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,8957.08,AFRICA,239.00,0.04428571,12556.8364,7,24
5653600,13099,O,169874.56,1998-08-01,4-NOT SPECIFIED,FURNITURE,9037.61,ASIA,108.00,0.03500000,6568.3945,4,28
1451300,42865,O,135258.26,1998-08-01,1-URGENT,FURNITURE,1587.02,AMERICA,104.00,0.03250000,4845.1882,4,30
4906021,55679,O,298749.70,1998-08-01,2-HIGH,AUTOMOBILE,6526.10,MIDDLE EAST,199.00,0.03833333,12318.7671,6,26
4339271,99679,O,291735.39,1998-08-01,1-URGENT,FURNITURE,8264.45,AFRICA,240.00,0.03428571,10794.4876,7,30
3045024,135439,O,287030.61,1998-08-01,5-LOW,MACHINERY,-495.14,MIDDLE EAST,181.00,0.04714286,9399.8306,7,28
3898786,143357,O,27088.11,1998-08-01,5-LOW,HOUSEHOLD,4665.51,EUROPE,17.00,0.04500000,1170.8213,4,18
5609029,149536,O,94456.71,1998-08-01,3-MEDIUM,BUILDING,7985.41,EUROPE,78.00,0.07333333,6232.6530,3,17
2851488,124424,O,358353.23,1998-08-01,4-NOT SPECIFIED,MACHINERY,3756.09,ASIA,225.00,0.04000000,15607.6968,7,28
2954721,88546,O,201714.69,1998-08-01,1-URGENT,MACHINERY,2949.66,AMERICA,147.00,0.04333333,8019.9279,6,22
1320388,100570,O,257181.41,1998-08-01,1-URGENT,MACHINERY,740.70,EUROPE,158.00,0.03333333,7439.9552,6,29
1464288,146560,O,99376.05,1998-08-01,2-HIGH,AUTOMOBILE,517.69,EUROPE,71.00,0.02400000,1175.8652,5,28
4972800,28943,O,10995.69,1998-08-01,1-URGENT,MACHINERY,4249.36,ASIA,9.00,0.02000000,209.7216,1,9
3229409,69821,O,356462.19,1998-08-01,1-URGENT,AUTOMOBILE,3185.35,MIDDLE EAST,239.00,0.06857143,25297.0087,7,30
